gene,samples_ge_min_count,retained
SERPINA11,5,False
P2RY4,7,False
ZNF395,30,True
ZACN,6,False
KRTAP22-1,0,False
KRTAP19-6,0,False
KRTAP6-2,0,False
CHCHD2P9,0,False
OR13C8,0,False
PPARA,30,True
TMEM232,22,True
LINC01551,0,False
KRTAP19-2,0,False
KRTAP19-4,0,False
KRTAP15-1,0,False
KRTAP13-4,1,False
FAM183A,15,True
EFCAB6,26,True
KRTAP19-5,0,False
KRTAP23-1,0,False
KANK3,30,True
EMID1,25,True
ACTL7A,0,False
KRTAP21-1,0,False
RHD,1,False
LINC00207,0,False
C17orf82,1,False
ESPN,28,True
PNLIPRP1,0,False
PTRH1,30,True
KRTAP21-2,0,False
SAMD7,0,False
GPR141,23,True
TMPRSS6,5,False
CYP4A11,0,False
TMEM216,30,True
RPS19BP1,30,True
TMPRSS11A,25,True
TMEM262,0,False
C3orf70,29,True
TEAD1,30,True
OR2AK2,0,False
DEFB106B,0,False
PLCD1,30,True
CCK,3,False
ENTPD5,30,True
MITF,30,True
FUNDC2P3,0,False
HEATR4,13,False
NAP1L1,30,True
LILRA5,18,True
CMC1,30,True
SLIT1,6,False
LYPD6,26,True
AKR1C1,30,True
VSTM2B,0,False
FOXD3,4,False
SPATA21,0,False
RNF220,30,True
ANGPTL5,8,False
SHTN1,30,True
H1FNT,0,False
LCE4A,2,False
BAGE2,4,False
LCE2A,17,True
KRTAP12-1,0,False
LCE2C,17,True
AC092118.1,13,False
AL162231.1,20,True
ZNF546,30,True
TSPYL4,30,True
DAZ3,1,False
MT1X,30,True
GCNT1,30,True
LCE2D,17,True
AC100800.1,0,False
SESTD1,30,True
LCE3B,0,False
FNBP1,30,True
DYNC2H1,30,True
KRT12,1,False
MAGED4B,30,True
BCAM,30,True
RSBN1L,30,True
NPSR1,0,False
WDR86,16,True
EPOR,26,True
FAM9C,0,False
KRTAP9-8,3,False
CIDEC,10,False
DCC,13,False
TAF9B,30,True
PCDHB13,30,True
MAGI2,30,True
LUZP2,23,True
LHFPL3,0,False
CHP1,30,True
AL589826.1,0,False
FPR3,29,True
HIST1H1T,1,False
C11orf96,27,True
HSD3BP1,0,False
SERPINA13P,0,False
KCNJ11,22,True
CDHR4,2,False
COL4A1,30,True
RPL7P48,0,False
C12orf74,14,False
GJA4,28,True
PTMA,30,True
HYPM,0,False
ATP13A5,18,True
SIRT7,30,True
PRR27,4,False
PRR13P5,1,False
IFT140,30,True
TPM3P7,5,False
POTEG,0,False
PRAMEF10,0,False
AGMO,8,False
SBK2,4,False
CYP26C1,1,False
TLR5,30,True
USP7,30,True
NANOS3,3,False
FOXD4L3,0,False
NHLRC1,30,True
DPPA3,0,False
COX8C,0,False
PLEKHN1,28,True
TERF1P2,0,False
ZNF385C,20,True
LINC02583,0,False
MAGEH1,30,True
TET3,30,True
ZNF286A,30,True
ISG15,30,True
EXD3,30,True
OR5W2,0,False
MYMK,8,False
TCL6,1,False
C17orf97,23,True
ZKSCAN4,30,True
RGPD1,29,True
DHRS4L2,30,True
SAMD11,20,True
PERM1,14,False
VMAC,30,True
TMSB4XP8,0,False
TSPY13P,0,False
C5orf52,0,False
HAPLN4,1,False
ERC2,24,True
B3GLCT,30,True
SPRY4,30,True
ERAS,0,False
KRT18P59,3,False
TRPV2,30,True
AMTN,20,True
EZHIP,0,False
C2orf88,30,True
OR2T27,0,False
TMEM203,30,True
SLC18A3,1,False
KBTBD12,25,True
THSD4,30,True
GTF2IP3,0,False
DNAJB13,0,False
GABRD,5,False
AMY1C,9,False
TCEA1,30,True
NHEJ1,30,True
FANCA,29,True
SECISBP2,30,True
OR52B6,0,False
C9orf153,1,False
SSX7,0,False
ADH1A,2,False
HSPE1P11,5,False
OR2B7P,0,False
SEMA4D,30,True
KRTAP10-8,0,False
LIN28B,1,False
DIPK1C,6,False
DNAH17,19,True
MCRS1,30,True
TMEM72,2,False
FANCM,30,True
FAM205C,0,False
ZNF70,30,True
CARD9,29,True
PEAR1,30,True
ZFP69B,30,True
TMEM202,0,False
SOWAHD,5,False
AC019294.1,0,False
ZFP69,29,True
HELT,0,False
RTL4,0,False
TMEM220,30,True
C2orf78,0,False
HIST1H1C,30,True
PLSCR3,30,True
EIF4EBP1,30,True
OR7E25P,0,False
P2RX2,2,False
ASCL4,3,False
OR6C75,0,False
CCDC157,30,True
TTC24,5,False
FAM122A,30,True
PALM3,6,False
RNFT1P3,0,False
GFRAL,0,False
FYB2,12,False
CXXC1P1,0,False
OR5H7P,0,False
SHISA7,0,False
AC097382.1,0,False
LRRC74B,1,False
DMBT1,16,True
CLEC17A,5,False
OR51I2,0,False
LCN10,9,False
LDLRAD2,9,False
C2orf66,3,False
OVCH1,0,False
AC091057.1,29,True
HS6ST1P1,0,False
PMS2CL,30,True
CYHR1,30,True
COL14A1,30,True
DNER,28,True
CPSF4L,0,False
KLHL17,30,True
ZCCHC13,0,False
FAM230D,0,False
PLA2G2C,0,False
ANKRD19P,2,False
ZSCAN23,26,True
KCTD9P3,0,False
RINL,30,True
C17orf99,10,False
HNRNPA1P61,0,False
OR7D2,4,False
TPRG1,30,True
AC026412.1,30,True
SNHG28,7,False
MORN2,30,True
RTP5,0,False
MEIS3P2,16,True
S100A3,28,True
UBQLN2,30,True
RILPL1,30,True
CTSL3P,0,False
C19orf67,0,False
ZNF490,30,True
CLCN1,19,True
NRN1L,0,False
NWD1,18,True
ARL4C,30,True
RNF133,3,False
TMEM221,2,False
TREML4,0,False
RAB42,22,True
WNT7B,28,True
C11orf95,30,True
SCGB1C1,0,False
AL022313.1,0,False
PRSS45P,0,False
PLA2G4E,28,True
GPR89B,30,True
MESP2,6,False
FAM25A,26,True
ALOX15P2,0,False
EYS,4,False
C6orf132,30,True
DAZ1,1,False
OR2AG2,0,False
MAPK12,30,True
TMEM215,2,False
NUTM2G,1,False
COL4A5,30,True
KRTAP10-6,0,False
AGRN,30,True
NHS,30,True
OTOG,0,False
FAM166A,0,False
TMPPE,30,True
ZNF626,30,True
HEPACAM2,7,False
SMTNL2,18,True
ZC3H6,30,True
LINC00265,30,True
LAMTOR4,30,True
PRKAR1B,30,True
NUTM2B,23,True
NCR3LG1,30,True
DCUN1D3,30,True
POTEE,2,False
AD000671.1,10,False
ZNF793,30,True
TUBB4B,30,True
AGAP4,30,True
AC010442.1,30,True
COMMD6,30,True
PLA2G2A,17,True
IL17REL,3,False
HYKK,30,True
OR7A5,4,False
C15orf62,28,True
FAM230G,0,False
RUFY4,17,True
ZNF383,30,True
HES4,30,True
IGFL1,28,True
ZNF669,30,True
PEAK3,8,False
LRRIQ4,0,False
CENPP,30,True
PLSCR1,30,True
OR7D1P,0,False
C3orf62,30,True
ENO4,2,False
ZNF559,30,True
SBK1,24,True
OR6C6,0,False
BSPH1,0,False
SLC38A3,22,True
OR6N2,0,False
GTF2F2,30,True
FAM92A,30,True
FOCAD,30,True
AC092171.1,0,False
PRR19,23,True
ZP3,29,True
C10orf99,28,True
H3F3C,0,False
IFNA2,0,False
GPAT2P2,0,False
JAKMIP3,17,True
PPP3R2,0,False
GOLGA6L3,0,False
PDCD1,19,True
CLEC2A,6,False
GPR21,12,False
TCTEX1D4,1,False
ANKRD36P1,0,False
IGHV1OR15-9,0,False
SELL,30,True
MAGEB5,0,False
CHM,30,True
NANOS2,0,False
BLOC1S5,30,True
DEFB108F,0,False
OR4P1P,0,False
SRP72P2,0,False
CERKL,0,False
WASF4P,0,False
ACTBP11,13,False
SLC24A5,7,False
IER5L,30,True
H2AFX,30,True
INSC,4,False
SERPINA5,19,True
C19orf54,30,True
LCTL,3,False
NCCRP1,28,True
KRTDAP,27,True
C22orf34,18,True
AF279873.1,0,False
COL25A1,25,True
FAM83G,30,True
CFAP77,0,False
AC010969.1,2,False
SRSF10,30,True
HBA2,30,True
DUSP28,30,True
CCDC9B,30,True
NBR1,30,True
OR2G6,0,False
RALGAPA2,30,True
NDOR1,30,True
FBLL1,4,False
NKAIN2,18,True
KRTAP1-1,0,False
PAQR9,3,False
CLEC20A,1,False
CFAP54,25,True
NPIPP1,29,True
CLN3,30,True
FAM72B,29,True
ASAH2,30,True
SUMO2,30,True
NANOS1,28,True
HMX3,0,False
IGFL3,18,True
ZNF177,26,True
RTL6,30,True
DPYD,30,True
S100A16,30,True
AC123904.1,0,False
PTAR1,30,True
CC2D2B,25,True
RNASE9,0,False
TSPY7P,0,False
SAXO2,21,True
LINC00319,22,True
HILS1,2,False
OR7E90P,0,False
RHCE,21,True
C2orf80,0,False
IDO2,6,False
PARVB,30,True
TEKT4P2,29,True
SLC4A5,27,True
UROS,30,True
OR56A5,0,False
CYP51A1-AS1,0,False
KRTAP24-1,0,False
ZDHHC9,30,True
ZBED6CL,30,True
QRFP,0,False
OR13D3P,0,False
DUPD1,9,False
SMIM15,30,True
OSTN,6,False
VWC2,14,False
FAM221A,26,True
TMEM120B,30,True
FSIP2,24,True
RBM34,30,True
NOXA1,27,True
TBC1D3P2,0,False
TMEM198,30,True
BCL2L15,19,True
FZD9,14,False
TMSB4XP2,0,False
SPRED3,26,True
OPTC,0,False
PLET1,0,False
ADRB3,0,False
SKOR1,8,False
CATSPER4,0,False
PRELP,29,True
PLA2G2E,0,False
ZNF548,30,True
MTF1,30,True
TMCO2,0,False
ZNF322P1,2,False
SHISA6,23,True
TMEM201,30,True
NHLRC3,30,True
HMX2,0,False
SNTN,0,False
ZDHHC11,26,True
CALHM6,27,True
CNR2,7,False
LINC00910,30,True
SLX4,30,True
GLRA4,5,False
DPPA3P2,0,False
ENTPD8,5,False
RPL14,30,True
BEND4,1,False
AC114947.1,0,False
RPSAP47,0,False
FAM78B,26,True
ZNF563,30,True
TMC3,0,False
RPL10AP2,0,False
POTEA,0,False
FBF1,30,True
KLRG2,29,True
ASTL,4,False
MSL1,30,True
AC099489.1,26,True
LRRK2,30,True
BSX,0,False
GJB3,28,True
INSYN2A,5,False
TRMT2B,30,True
HACD4,30,True
CFAP126,0,False
USP32P1,28,True
NYX,0,False
FAM120AOS,30,True
UTS2B,0,False
C9orf152,16,True
NOC2L,30,True
MSANTD1,11,False
AADACL3,3,False
DHFRP1,1,False
NELFB,30,True
SLC15A5,0,False
LIPI,0,False
LRRC66,12,False
ZNF292,30,True
HUS1B,2,False
KCTD21,30,True
SBSN,28,True
PROS2P,0,False
ADAT2,30,True
KIR2DL4,1,False
SHLD2P3,8,False
MAGEB16,0,False
VHLL,0,False
DUSP21,0,False
ZNF567,30,True
NDUFA4,30,True
ANKDD1B,12,False
ALKBH2,30,True
RNFT1,30,True
RNF222,25,True
CGB5,5,False
RELN,30,True
FAM111B,29,True
APOD,30,True
H1F0,30,True
GAGE2A,1,False
LITAF,30,True
VSTM1,0,False
TMEM120A,30,True
ARID2,30,True
RIMKLBP1,0,False
FAM25G,24,True
SF3B3,30,True
PRSS48,0,False
IL1RAPL2,4,False
BLOC1S3,30,True
SP6,28,True
ANKRD34B,3,False
PLAC9,29,True
FAM47B,0,False
NKAPL,19,True
UBE2Q2P1,30,True
FSCB,0,False
CLDN4,30,True
ZNF573,30,True
AC092268.1,0,False
CRYM-AS1,25,True
GRAPL,10,False
FAM47E,17,True
JPT1,30,True
ZNF527,30,True
TNRC18P3,0,False
ZAR1L,0,False
KRTAP10-12,0,False
S100A13,30,True
ZNF33A,30,True
OR14I1,0,False
KRT77,14,False
PCDH18,30,True
DCAF8L2,0,False
ZNF600,30,True
BTBD8,30,True
LINC00994,0,False
DPY19L2P1,1,False
MAOA,30,True
PAX8-AS1,30,True
C15orf61,30,True
AC069277.1,11,False
NUGGC,17,True
LINC00943,0,False
TSPYL1,30,True
SPANXN3,0,False
TRIM64B,0,False
PNRC2,30,True
DRICH1,0,False
LINC01164,0,False
GJB5,29,True
FHIT,28,True
ALKAL2,7,False
ANKRD62P1-PARP4P3,0,False
ZKSCAN3,30,True
FOXR2,0,False
RRP7A,30,True
LIN54,30,True
AC073349.1,4,False
FAM53B,30,True
FAM180A,27,True
C6orf222,0,False
SPANXN4,0,False
AC090099.1,0,False
S100A14,30,True
KAZN,30,True
SLC35E2B,30,True
RPS2P46,29,True
FAM90A27P,0,False
TOGARAM2,23,True
SPATA31D4,0,False
NEMP2,30,True
ALG1L,27,True
KIAA0408,29,True
GSPT2,30,True
AL034369.1,0,False
TBC1D28,0,False
C8orf76,30,True
CXCL17,27,True
OR7E12P,0,False
OTUD6A,0,False
HMGB1,30,True
MMP23B,18,True
SH2D5,16,True
SPATA41,26,True
ZFP92,28,True
USP32P3,30,True
NCR1,3,False
RASSF10,30,True
GJB4,28,True
RNU1-75P,0,False
MIR494,0,False
RNU1-15P,0,False
OR2L13,1,False
BLOC1S2,30,True
SYCP2,30,True
ZNF724,29,True
IL1RAP,30,True
AC013442.1,0,False
PTPRT,10,False
MYBPC1,25,True
PAX5,22,True
AC079610.1,0,False
OR5K4,0,False
OR6M1,0,False
SPOCK3,18,True
ZNF676,15,True
ZNF699,30,True
AL031577.1,0,False
ADAM5,0,False
TDRD7,30,True
CCDC189,27,True
OR8A1,0,False
KIAA0895L,30,True
HLA-DRB1,30,True
VN1R2,0,False
MYT1,2,False
SERPINA3,30,True
AKR1C3,30,True
SPATS2L,30,True
OR11H13P,0,False
ZNF250,30,True
WDSUB1,30,True
ZNF79,30,True
S100A4,30,True
PLEKHG4,30,True
KRTAP4-3,0,False
FAT4,30,True
C8orf86,0,False
COLCA1,26,True
KIF19,12,False
OR6K2,0,False
ZNF681,30,True
ACADSB,30,True
STK40,30,True
RPS2P4,0,False
OR10J1,0,False
TMEM63A,30,True
CTSE,1,False
SEMA4A,30,True
HRCT1,4,False
MPHOSPH8,30,True
RNF216P1,30,True
EEF1A1P5,30,True
GREB1,29,True
SIRPB2,27,True
ZNF766,30,True
RYR1,30,True
SRGAP3,30,True
KRTAP5-3,0,False
FAM217B,30,True
SULT1C3,2,False
TUBB,30,True
LCOR,30,True
SUPT5H,30,True
XPNPEP3,30,True
OR2T2,0,False
OR2C3,1,False
LINC00615,0,False
ZNF107,30,True
OR10S1,0,False
SFTA2,10,False
PPIA,30,True
ZNF471,30,True
OR10J3,0,False
ZNF836,30,True
ZNF493,30,True
LINC00523,0,False
GTF2IRD2,30,True
GRM7,0,False
SUPT3H,30,True
BECN2,0,False
NIF3L1,30,True
GARS-DT,30,True
ATP2A1,24,True
HLA-DRB9,0,False
AC146944.1,28,True
IARS,30,True
MFSD14C,30,True
POM121,30,True
ZBTB44,30,True
GIMAP5,30,True
STK31,22,True
CGB7,16,True
NLGN3,16,True
OR8D1,0,False
ADH7,27,True
ZKSCAN7,30,True
ZNF729,0,False
CD55,30,True
CPNE4,12,False
ZNF565,30,True
NTNG2,24,True
ELAVL3,0,False
WDR5,30,True
PRSS29P,0,False
LONP1,30,True
C9orf163,2,False
TRRAP,30,True
NUDT11,29,True
SRGAP2B,30,True
FUT4,30,True
ASB13,30,True
SLC35F1,14,False
ZNF34,30,True
ZNF781,22,True
OR4Q2,0,False
ZNF140,30,True
INCA1,2,False
AC116337.1,0,False
ZNF774,30,True
AC244505.1,0,False
PTPN1,30,True
OR10D1P,0,False
EVL,30,True
SPANXD,1,False
THEM5,25,True
NOXO1,6,False
EPHB4,30,True
PRTN3,0,False
ZNF765,30,True
ZNF124,30,True
XRCC6,30,True
S100A5,0,False
C20orf204,14,False
PPP1R26,30,True
NBPF4,3,False
TSC22D2,30,True
CRYBA4,0,False
ASMT,0,False
NPIPB15,17,True
ZNF569,30,True
ARMCX4,30,True
YRDC,30,True
ZNF777,30,True
PIK3R4,30,True
ZNF775,30,True
ZNF605,30,True
TRAPPC2,30,True
RFX8,13,False
MYL6B,30,True
ZNF799,30,True
FGF16,2,False
SIAH1,30,True
AC111000.1,0,False
GK2,0,False
C20orf96,27,True
ESRRG,22,True
IPO4,30,True
NCOR2,30,True
SULT1A1,30,True
ARL9,23,True
PRPF40A,30,True
GDAP2,30,True
TCEAL3,30,True
ANAPC7,30,True
TPK1,30,True
SLC6A9,30,True
AFAP1,30,True
NACA,30,True
OR9K1P,0,False
MYO18A,30,True
OR2T3,0,False
SPTSSB,28,True
BORCS6,30,True
MAN2A2,30,True
MME,30,True
FAM72A,29,True
CCDC196,0,False
CACNA1H,30,True
SULF2,30,True
AL096700.1,0,False
HBG2,5,False
AL138767.1,0,False
LAMA2,30,True
PFN3,0,False
PLXNB2,30,True
OR5AC2,0,False
AJAP1,29,True
XRCC2,29,True
MYO6,30,True
MRTFA,30,True
MBD3L2B,0,False
HDAC2,30,True
ANKRD20A19P,2,False
ZNF782,30,True
SLC22A25,0,False
POTEF,5,False
ZNF846,30,True
MMP1,25,True
ADH1B,19,True
UGT2B15,4,False
TCF4,30,True
WNK3,29,True
LUADT1,0,False
SDHAF3,30,True
HRH1,29,True
RABL6,30,True
ZNF136,30,True
ZKSCAN5,30,True
ZNF502,30,True
TRAPPC4,30,True
AC004057.1,30,True
TTC30B,30,True
SLC30A10,1,False
TECPR2,30,True
TLR7,30,True
FAM180B,4,False
LINC00173,16,True
ZFP62,30,True
ERI2,30,True
TOMM7,30,True
HSH2D,26,True
TRPV1,30,True
ZNF33B,30,True
AC009022.1,30,True
ZNF512B,30,True
AMZ2,30,True
ZNF431,30,True
ALKAL1,1,False
NF1,30,True
VKORC1L1,30,True
ZNF418,30,True
DAPK1,30,True
LCE1B,14,False
HLA-DQA1,30,True
COL27A1,30,True
LINC01560,29,True
GM2A,30,True
HIST1H2AI,30,True
CLPSL2,1,False
S100A2,30,True
SNHG17,30,True
ZNF700,30,True
AC079612.1,0,False
POU3F4,0,False
OR14A16,0,False
CD47,30,True
OR52K1,1,False
TLE1,30,True
MAML3,30,True
HIST1H2AG,30,True
STRN3,30,True
ZNF239,29,True
NPIPB10P,0,False
SPINK14,0,False
SPRR2B,25,True
CTBP1-DT,30,True
CHRNG,19,True
ZSCAN16,30,True
MVB12B,30,True
ILRUN,30,True
AC008758.1,14,False
OR11G2,0,False
POTEI,1,False
ADA,30,True
ARID5A,30,True
PATE2,0,False
PPTC7,30,True
KRT39,0,False
TOMM20L,0,False
RGPD4,4,False
NHLRC2,30,True
HIST1H2AD,29,True
ZFP28,30,True
KIAA1211L,30,True
CBWD3,30,True
SCN8A,27,True
LAMB3,30,True
HIST3H2BB,30,True
AC090286.1,0,False
TEX43,0,False
KPNA5,30,True
ANKRD36B,30,True
ARHGEF12,30,True
HCAR1,10,False
ZNF252P,30,True
PDLIM7,30,True
FLNA,30,True
TMEM26,19,True
RPS26P11,0,False
SRGAP1,30,True
FAM3C,30,True
NOP9,30,True
OR2T4,0,False
ZNF705A,0,False
SLC39A10,30,True
SCOC-AS1,14,False
CASP4,30,True
AP2A1,30,True
ZNF585A,30,True
FUT11,30,True
NXF4,0,False
SMIM10L2B,27,True
ANXA4,30,True
LAGE3,30,True
GPRACR,7,False
WDR5B,30,True
FAM163B,0,False
NPIPB9,17,True
WDR45,30,True
METTL9,30,True
ZNF138,30,True
ZNF429,30,True
ZNF470,30,True
SERTAD1,30,True
ZNF100,30,True
CXorf40B,30,True
OR51A6P,0,False
ZNF398,30,True
ZSCAN25,30,True
RBMY1A3P,0,False
ANXA6,30,True
ZNF441,30,True
GMFB,30,True
SIGLEC15,4,False
ZNF420,30,True
ZNF763,30,True
ZMYM1,30,True
DTHD1,21,True
HIST1H4C,30,True
ZSCAN26,30,True
MAFG,30,True
OR2T32P,0,False
ARRDC1,30,True
KIAA1671,30,True
KRT35,0,False
IGF2R,30,True
ZNF300P1,26,True
LCE1C,19,True
NPSR1-AS1,3,False
GOLGA6L16P,0,False
GAL3ST4,30,True
AC068631.1,0,False
DYNC1H1,30,True
SLC6A17,28,True
IFNL3,0,False
PCBP2,30,True
ZGPAT,30,True
SLC25A29,30,True
PGAP1,30,True
SRC,30,True
ZNF679,0,False
ZNF682,27,True
OR8B8,0,False
ZNF772,30,True
ZNF257,24,True
PCNX3,30,True
ADAM32,30,True
ACSL5,30,True
LRRC8B,30,True
AC107956.1,0,False
ABCB8,30,True
HIST1H3J,29,True
SND1,30,True
OR4C4P,0,False
ZNF785,30,True
SULT1A2,6,False
NEK5,7,False
PSMD12,30,True
AL672167.1,0,False
MAGEA6,7,False
LINC02291,0,False
ADGRA1,4,False
AC244090.1,28,True
PIWIL2,24,True
MIRLET7BHG,30,True
NOL4L,30,True
SSXP1,0,False
CYSRT1,28,True
SLC22A4,28,True
AP000550.1,0,False
ZSCAN5B,0,False
TCEA1P1,0,False
ENTPD4,30,True
C1D,30,True
TBC1D9B,30,True
OR1J2,0,False
HIST1H4J,30,True
SLC2A7,0,False
FAM110D,23,True
SERPINA1,30,True
LINC00336,0,False
TPSB2,29,True
AP000445.1,0,False
KANK2,30,True
EIF4BP6,30,True
C6orf141,29,True
GTF2E2,30,True
IL27,0,False
GUCA2A,0,False
RAD54B,29,True
ZNF165,30,True
SYNGAP1,30,True
RAMP2-AS1,20,True
FITM2,30,True
BLM,30,True
HMGA2-AS1,15,True
ZNF720,30,True
GATA3-AS1,0,False
OR10D3,0,False
DDI2,30,True
AC060834.1,1,False
SVIL,30,True
C17orf102,0,False
TRIM33,30,True
LRP10,30,True
PELI1,30,True
AC008543.1,16,True
ZNF655,30,True
MRPL21,30,True
LYPD2,22,True
UAP1L1,30,True
BNIP3P1,5,False
ZNF98,9,False
FBXL22,20,True
ZNF786,30,True
ZNF517,30,True
S100A7L2,0,False
ZNF675,30,True
SLC22A5,30,True
AC089987.1,0,False
DACT3,25,True
ADARB1,30,True
ZNF860,29,True
HTT,30,True
OR6N1,0,False
C5AR1,30,True
DIO3,20,True
CYP2B6,0,False
HIST1H3D,20,True
DCHS2,28,True
VEPH1,24,True
FABP12,11,False
SHPK,30,True
GGT3P,0,False
OR51D1,0,False
IPP,30,True
OPALIN,0,False
OR13G1,0,False
MAP3K5,30,True
OGDHL,19,True
CYP2F1,13,False
GSTK1,30,True
HNRNPAB,30,True
OR2L5,2,False
STMN3,30,True
PDGFA,30,True
AC003975.1,0,False
GYPE,3,False
COL13A1,26,True
AC073648.1,0,False
SPN,30,True
ZNF695,17,True
ADAM3A,0,False
AC034105.1,0,False
PCDHB11,30,True
ZNF628,30,True
GALP,0,False
SLC2A10,30,True
ZNF665,27,True
RPF2,30,True
LINC00477,0,False
SLC28A3,29,True
FAM177B,7,False
MIB2,30,True
OR6Y1,0,False
MYO5A,30,True
C5orf56,30,True
GZMM,13,False
ATG7,30,True
PRAMENP,0,False
AL359955.1,16,True
SIPA1L1,30,True
TTC30A,30,True
SSPO,17,True
ELANE,0,False
RAB40C,30,True
PIGN,30,True
COL4A6,30,True
ZNF624,30,True
HHLA3,30,True
RPS17P2,0,False
HOXA4,11,False
TOPORS,30,True
BCO2,30,True
GPX1P1,16,True
KCNMB2,1,False
AC068051.1,1,False
ENTPD6,30,True
DMBX1,2,False
KLKP1,0,False
OR11L1,0,False
ENPP1,30,True
ATP11AUN,0,False
CCDC154,2,False
FAR1,30,True
CPLANE1,30,True
ZNF841,30,True
MFAP5,30,True
MYH6,19,True
VN1R5,0,False
ZNF615,30,True
CXorf40A,30,True
CDC42SE1,30,True
UBE2Q2P12,0,False
MPEG1,30,True
SERPINB2,29,True
DPP4,30,True
SERPINB13,28,True
AC106870.1,0,False
PDCD1LG2,30,True
ZNF433,30,True
CCER1,0,False
DNAH10,11,False
SLC22A24,0,False
AC007952.1,0,False
AL157838.1,0,False
OR51C1P,0,False
KRTAP26-1,0,False
CBX3P7,0,False
SPTAN1,30,True
NMB,30,True
PARVA,30,True
KLHL14,12,False
OR6C74,0,False
FAM114A1,30,True
RPE,30,True
ZNF460,30,True
CR1L,1,False
PHF2,30,True
RPS26,30,True
C14orf178,0,False
PTMAP2,0,False
SCGB1D4,0,False
PSAP,30,True
S100A10,30,True
CFAP43,18,True
LHFPL5,5,False
RPL37A,30,True
HOXC6,11,False
TXNRD3,30,True
CFD,30,True
STPG3,0,False
MAP1LC3C,5,False
MCMBP,30,True
EME2,30,True
KLHDC1,30,True
ZNF81,30,True
TAF13,30,True
ZNF780A,30,True
ATAD3A,30,True
OR5B17,0,False
OR52M1,0,False
IGKV7-3,0,False
FAM118B,30,True
ZNF461,30,True
AC011450.1,5,False
AC122129.1,0,False
CCDC180,26,True
SLC9A8,30,True
OCLN,30,True
CFAP299,0,False
HIST4H4,30,True
CYP2A13,0,False
ZNF181,30,True
SLC22A20P,19,True
OR8G1,0,False
INKA2,30,True
ZNF44,30,True
GPAA1,30,True
ADAMTSL2,23,True
SGTB,30,True
ZNF790,30,True
OR5M12P,0,False
PRB3,6,False
FAM49A,30,True
MYO1C,30,True
MDS2,0,False
OR7E13P,0,False
NKIRAS1,30,True
OR1S2,0,False
UGT2B17,7,False
MEIG1,0,False
SLC22A12,0,False
KIF13B,30,True
NRAP,24,True
ADH5,30,True
SLC22A6,0,False
HIST1H2BK,30,True
TEAD4,29,True
SPG7,30,True
HRNR,17,True
IFNA1,0,False
HES5,26,True
ZNF677,30,True
ERO1A,30,True
ZNF823,30,True
CYYR1-AS1,5,False
ZNF311,29,True
ZNF347,30,True
OR5H2,0,False
PLCG2,30,True
FCHSD1,30,True
ZNF71,30,True
AADACL2,23,True
S100A6,30,True
RPL12,30,True
DNM3,30,True
ZNF121,30,True
MPZL1,30,True
VPS13A,30,True
MBP,30,True
AKAP17A,30,True
ELOVL2,23,True
GOLGA6L9,30,True
LEKR1,20,True
C1orf122,30,True
OR51A8P,0,False
SNHG12,30,True
ZNF734P,0,False
AL592490.1,0,False
CLEC9A,9,False
KEL,13,False
NOL8,30,True
IRAK4,30,True
CCDC151,2,False
DLGAP2,16,True
MRPL42,30,True
ENTPD7,30,True
FCGR1B,14,False
SPANXA1,1,False
SAGE2P,0,False
ZNF335,30,True
ZNF560,0,False
TUBA3C,0,False
RPS4X,30,True
AC092161.1,30,True
ZNF84,30,True
MAK16,30,True
ZNF667,30,True
AVPR1B,3,False
SIRPA,30,True
DSCR8,2,False
GRK6,30,True
PRIM1,30,True
MARCH5,30,True
POTEH,0,False
NPIPB13,26,True
AKR1B10,29,True
SULT1C4,15,True
CYP2A7,0,False
ZBTB14,30,True
KRTAP9-9,0,False
CD2AP,30,True
NUP62CL,27,True
SFI1,30,True
KRTAP4-6,0,False
TMPRSS11F,26,True
ZNF649,30,True
ADH4,10,False
OR2T6,0,False
ZNF248,30,True
AC025279.1,23,True
CHSY3,27,True
TOR4A,30,True
LPAR1,30,True
MB,27,True
OR2L3,0,False
DEFB107B,0,False
HIBCH,30,True
ZNF544,30,True
TMEM229B,30,True
PTMAP9,0,False
SOWAHC,30,True
ZNF770,30,True
ZNF849P,0,False
ZNF876P,26,True
NPIPB6,16,True
HMGN5,30,True
MIER1,30,True
MAN1A2,30,True
SVIP,30,True
ZNF251,30,True
DDRGK1,30,True
FAM47C,0,False
TFDP1,30,True
CLEC4C,6,False
ZNF607,30,True
BPIFA1,8,False
ZNF334,29,True
HSD17B11,30,True
SZT2,30,True
SULT1C2,8,False
ZXDA,30,True
RPS6KL1,26,True
AC092143.1,2,False
CACNA1E,11,False
OR51H2P,0,False
QRICH1,30,True
AFDN-DT,15,True
CSF2RA,30,True
FKBP1C,27,True
DDX42,30,True
AC131392.1,30,True
RPL23A,30,True
SLC29A3,30,True
CYP2A7P2,0,False
STYX,30,True
UBL5,30,True
OR5BB1P,0,False
HELZ,30,True
TMEM116,30,True
KRTAP4-5,0,False
UCKL1,30,True
AC021146.1,0,False
OR5B21,0,False
NUP210P1,0,False
CARD11,30,True
ZNF485,30,True
PEG3,30,True
SDAD1,30,True
BMS1P9,2,False
ZKSCAN8,30,True
PHETA1,30,True
TMEM239,0,False
HYLS1,29,True
MYL4,16,True
ZNF442,30,True
ZNF813,30,True
HOXC4,13,False
DCAF12L2,3,False
